"Story","Title","Result","Date","Stability","Duration (s)"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas costoso","FAILURE","2021-08-27T00:04:25.64Z[Etc/UTC]","0.0","7.1"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas economico","SUCCESS","2021-08-27T00:04:32.752Z[Etc/UTC]","0.0","7.07"
