"Story","Title","Result","Date","Stability","Duration (s)"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas costoso","SUCCESS","2021-11-30T04:42:57.738Z[Etc/UTC]","0.0","12.34"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas economico","SUCCESS","2021-11-30T04:43:10.081Z[Etc/UTC]","0.0","11.38"
