"Story","Title","Result","Date","Stability","Duration (s)"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas costoso","SUCCESS","2022-02-24T19:06:40.971Z[Etc/UTC]","0.0","11.64"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas economico","SUCCESS","2022-02-24T19:06:52.613Z[Etc/UTC]","0.0","10.84"
