"Story","Title","Result","Date","Stability","Duration (s)"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas costoso","SUCCESS","2021-10-14T03:03:50.638Z[Etc/UTC]","0.0","12.96"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas economico","SUCCESS","2021-10-14T03:04:03.599Z[Etc/UTC]","0.0","11.75"
