"Story","Title","Result","Date","Stability","Duration (s)"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas costoso","SUCCESS","2022-02-03T03:57:55.472Z[Etc/UTC]","0.0","11.38"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas economico","SUCCESS","2022-02-03T03:58:06.858Z[Etc/UTC]","0.0","10.77"
