"Story","Title","Result","Date","Stability","Duration (s)"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas costoso","SUCCESS","2021-09-14T17:08:26.32Z[Etc/UTC]","0.0","12.97"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas economico","SUCCESS","2021-09-14T17:08:39.286Z[Etc/UTC]","0.0","12.11"
