"Story","Title","Result","Date","Stability","Duration (s)"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas costoso","SUCCESS","2021-12-07T13:02:42.426Z[Etc/UTC]","0.0","13.39"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas economico","SUCCESS","2021-12-07T13:02:55.819Z[Etc/UTC]","0.0","11.67"
