"Story","Title","Result","Date","Stability","Duration (s)"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas costoso","SUCCESS","2022-01-02T00:16:09.385Z[Etc/UTC]","0.0","12.55"
"Comprar celular en DemoBlaze","Observar mensaje de compra, al comprar el celular mas economico","SUCCESS","2022-01-02T00:16:21.94Z[Etc/UTC]","0.0","10.9"
